FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,updateTime
1012357,The Indian Shores Sunday Morning Market,http://www.TheBeachMarkets.com,https://www.facebook.com/IndianShoresSundayMarket/,,,,19305 Gulf Blvd,Indian Shores,Pinellas,Florida,33785,10/02/2016 to 05/21/2017,Sun: 9:00 AM-1:00 PM;,,,,,,,-82.8424617,27.8479082,,7/8/2016 11:56
1012358,Woodlawn Farmers Market,http://woodlawnfarmersmarket.org,www.facebook.com/woodlawnneighborhoodfarmersmarket,,,,NE Dekum St and 8th Ave,Portland ,Multnomah,Oregon,97211,05/21/2016 to 10/29/2016,Sat: 10:00 AM-2:00 PM;,,,,,,,-122.656921,45.571898,,7/8/2016 12:08
1012359,Glendale Farmers Market,http://www.glendalefarmersmarket.org,Glendale Farmers Market,Glendale Farmers Market ,,,7102 N. 58th. Drive,Glendale ,Maricopa,Arizona,85301,10/08/2016 to 12/17/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-112.1850511,33.5402042,,10/25/2016 13:44
1012362,Seacoast Eat Local Winter Farmers' Market - Exeter High School,http://www.seacoasteatlocal.org,facebook.com/seacoasteatlocal,@SeacoastEatLocl,,,1 Blue Hawk Drive ,Exeter,Rockingham,New Hampshire,3833,11/19/2016 to 04/08/2017,Sat: 10:00 AM-2:00 PM;,,,,,,,-71.0003126,43.0168516,,7/8/2016 13:52
1012363,Seacoast Eat Local Winter Farmers' Market - Wentworth Greenhouses ,http://seacoasteatlocal.org,facebook.com/seacoasteatlocal,@SeacoastEatLocl,,,141 Rollins Road,Rollinsford,Strafford,New Hampshire,3869,11/19/2016 to 04/08/2017,Sat: 10:00 AM-2:00 PM;,,,,,,,-70.8601023,43.2155618,,7/8/2016 13:53
1012364,Missoula Farmers Market,http://Missoulafarmersmarket.com,Missoulafarmersmarket,,,,Higgins and Alder,Missoula,Missoula,Montana,59801,05/07/2016 to 10/29/2016,Tue: 5:30 PM-7:00 PM;Sat: 8:00 AM-12:30 PM;,,,,,,,-113.9922681,46.8750586,,7/8/2016 14:05
1012365,Crossroads Farmers Market,https://www.crossroadscommunityfoodnetwork.org/farmers-market/,https://www.facebook.com/CrossroadsFarmersMarket/,@CrossroadsNtwk,https://www.youtube.com/channel/UCm23V5zJ2FZV7vC57i8OASQ,Instagram: @CrossroadsNtwk,Anne St. at University Blvd. E,Takoma Park,Montgomery,Maryland,20912,06/01/2016 to 11/16/2016,Wed: 11:00 AM-3:00 PM;,,,,,,,-76.990169,38.990479,,7/8/2016 14:31
1012366,Ponce City Farmers Market on the BeltLine ,http://cfmatl.org/poncecity/,https://www.facebook.com/pcfmbeltline/,,,,675 Ponce de Leon Avenue,Atlanta,DeKalb,Georgia,30308,05/03/2016 to 12/20/2016,Tue: 4:00 PM-8:00 PM;,,,,,,,-84.364596,33.772429,,7/8/2016 15:16
1012367,Laurel Downtown Farmers Market,http://laurelmontana.org/laurel-downtown-farmers-market/,,,,,Town Square,Laurel,Yellowstone,Montana,59044,07/20/2016 to 09/28/2016,Wed: 4:00 PM-6:30 PM;,,,,,,,-108.771149,45.671003,,7/8/2016 14:59
1012368,Spencerville OH Farmers Market,,https://www.facebook.com/SpencervilleFarmersMarket/,,,,St Rt 66 and 3rd St,Spencerville,Allen,Ohio,45887,07/14/2016 to 10/27/2016,Thu: 4:30 PM-7:30 PM;,,,,,,,-84.3540645,40.7076022,,7/8/2016 16:02
1012369,El Mercadito de Centro,http://www.micentro.org/centros-farmers-market--el-mercadito-de-centro.html,https://www.facebook.com/centro.hispano.5,,,,810 Badger rd.,Madison ,Dane,Wisconsin,53713,06/07/2016 to 10/25/2016,Tue: 9:00 AM-1:00 PM;,,,,,,,-89.395424,43.038611,,7/8/2016 17:38
1012372,YourFarmer2U Georgetown,http://www.yourfarmer2u.com,www.facebook.com/YourFarmer2U,,,www.instagram.com/yourfarmer2u,5th & Austin Ave,Georgetown,Williamson,Texas,78626,01/01/2016 to 12/31/2016,Thu: 3:00 PM-6:00 PM;,,,,,,,-97.6780832,30.6391672,,7/9/2016 10:32
1012373,Columbia Falls Community Market,http://cfcommunitymarket.com,https://www.facebook.com/columbiafallscommunitymarket/?fref=ts,,,,830 1st Ave West,Columbia Falls,Flathead,Montana,59912,05/19/2016 to 09/22/2016,Thu: 5:00 PM-8:00 PM;,,,,,,,-114.182752,48.371012,,7/9/2016 12:15
1012374,Arcadia's Mobile Market -- The Overlook at Oxon Run,http://arcadiafood.org/programs/mobile-market,,,https://www.youtube.com/user/ArcadiaFoodTV,,3700 9th St SE ,Washington ,District of Columbia,District of Columbia,20032,05/03/2016 to 11/29/2016,Tue: 4:00 PM-6:00 PM;,,,,,,,-76.9940286,38.8358959,,7/12/2016 11:36
1012375,Arcadia's Mobile Market -- Community of Hope - Conway Health and Resource Center,http://arcadiafood.org/programs/mobile-market,,,https://www.youtube.com/user/ArcadiaFoodTV,,115 Atlantic Street SW ,Washington ,District of Columbia,District of Columbia,20032,05/31/2016 to 10/25/2016,Tue: 3:00 PM-6:00 PM;,,,,,,,-77.0093913,38.8312359,,7/12/2016 11:37
1012377,Arcadia's Mobile Market -- Wah Luck House Chinatown,http://arcadiafood.org/programs/mobile-market,,,https://www.youtube.com/user/ArcadiaFoodTV,,800 6th St NW ,Washington,District of Columbia,District of Columbia,20001,06/01/2016 to 10/26/2016,Wed: 10:00 AM-12:00 PM;,,,,,,,-77.0201911,38.9002248,,7/12/2016 11:39
1012378,Western Springs French Market,http://www.bensidounmidwestmarkets.com/,facebook.com/WesternSpringsFrenchMarket,https://twitter.com/BensidounMarket,,https://www.instagram.com/bensidounfrenchmarket/,Hillgrove Ave. between Lawn and Grand Ave ,Western Springs,DuPage,Illinois,,05/05/2016 to 10/27/2016,Thu: 2:00 PM-7:00 PM;,,,,,,,-87.900894,41.809762,,7/9/2016 16:46
1012379,Chicago-Nettelhorst French Market,http://www.bensidounmidwestmarkets.com/,facebook.com/Nettelhorstfrenchmarket,https://twitter.com/BensidounMarket,,https://www.instagram.com/bensidounfrenchmarket/,"Nettelhorst School, Broadway and Melrose ",Chicago ,Cook,Illinois,,04/23/2016 to 11/05/2016,Sat: 8:00 AM-2:00 PM;,,,,,,,-87.644568,41.941208,,7/9/2016 16:56
1012380,Zion Canyon Farmers Market,http://zionharvest.org,https://www.facebook.com/ZionCanyonFarmersMarket/,,,,1212 Zion Park Blvd.,Springdale,Washington,Utah,84767,05/07/2016 to 10/15/2016,Sat: 9:00 AM-12:00 PM;,,,,,,,-113.004938,37.181501,,7/9/2016 17:00
1012381,Glencoe French Market,http://www.bensidounmidwestmarkets.com/,facebook.com/GlencoeFrenchMarket,https://twitter.com/BensidounMarket,,https://www.instagram.com/bensidounfrenchmarket/,Wyman Green/ Village Court,Glencoe,Cook,Illinois,,06/11/2016 to 09/03/2016,Sat: 8:00 AM-1:00 PM;,,,,,,,-87.7583639,42.1339522,,7/9/2016 17:08
1012382,Randolph County Farmers' Market,,Randolph County Farmers' Market,,,,210 McDonald Street,Pocahontas,Randolph,Arkansas,72455,,Wed: 7:00 AM-;Sat: 7:00 AM-;,,,,,,,-90.968122,36.261149,,7/9/2016 21:00
1012383,East Hampton Farmers Market LLC,,East Hampton Farmers Market LLC,,,,136 North Main Street,East Hampton ,Suffolk,New York,11963,05/27/2016 to 09/02/2016,Fri: 9:00 AM-1:00 PM;,,,,,,,-72.180675,40.972416,,7/10/2016 8:46
1012384,West Bloomfield Farmers Market,,https://www.facebook.com/WBFMarket/?view_public_for=922164297818450,,,https://www.pinterest.com/WBFarmMarket/,9035 U.S. Rt. 5,West Bloomfield,Ontario,New York,14585,06/10/2016 to 10/14/2016,Fri: 3:00 PM-7:00 PM;,,,,,,,-77.538264,42.905331,,8/13/2016 15:13
1012386,Braintree Farmers Market,http://www.braintreefarmersmarket.org,https://www.facebook.com/braintreefarmersmarket,,,,1 JFK Memorial Dr.,Braintree,Norfolk,Massachusetts,2184,06/18/2016 to 11/19/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-71.004909,42.206476,,7/10/2016 14:59
1012387,Saratoga Farmers' Market - Winter Market,http://www.saratogafarmersmarket.org,https://www.facebook.com/SaratogaFarmersMarket/,@SaratogaMarket,,Instagram #saratogafarmersmarket,"65 South Broadway, Saratoga Spa State Park",Saratoga Springs ,Saratoga,New York,12866,11/05/2016 to 04/29/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-73.790038,43.064686,,7/10/2016 16:35
1012388,Princeton Farmers and Artisans Market,,Princeton Farmers and Artisans Market,,,,67 West Street,Princeton,Washington,Maine,4668,06/02/2016 to 09/29/2016,Thu: 3:00 PM-5:00 PM;,,,,,,,-67.57199,45.22101,,7/10/2016 17:22
1012389,Aloha Community Farmers' Market,http://www.alohacommunityfarmersmarket.org,https://www.facebook.com/Aloha-Community-Farmers-Market-913645008655691/,@AlohaFarmMarket,,Instagram: Aloha Community Farmers' Market,17675 SW Farmington Rd and SW Kinnaman Rd,Aloha,Washington,Oregon,97007,05/05/2016 to 09/29/2016,Thu: 3:00 PM-7:30 PM;,,,,,,,-122.860524,45.482127,,7/10/2016 20:41
1012390,Downtown Waxahachie Farmers Market,http://www.waxahachie.com/Departments/DowntownDevelopment/DowntownFarmersMarket,https://www.facebook.com/DowntownWaxahachieFarmersMarket/?ref=bookmarks,,,,410 S. Rogers,Waxahachie ,Ellis,Texas,75165,04/16/2016 to 10/29/2016,Sat: 8:00 AM-1:00 PM;,,,,,,,-96.8501028,32.3832651,,7/10/2016 20:43
1012391,Shepherdstown Farmers Market I,,https://www.facebook.com/ShepherdstownFarmersMarket/?ref=bookmarks,,,,S. King St.,Shepherdstown,Jefferson,West Virginia,25443,03/27/2016 to ,Sun: 9:00 AM-1:00 PM;,,,,,,,-77.806025,39.430504,,7/11/2016 6:36
1012392,Orland Park Farmers Market,http://www.orlandpark.org/specialevents,Orland Park Recreation,Orland Park Fun,,,14700 S. Ravinia Ave,Orland Park,Cook,Illinois,60462,06/03/2016 to 09/16/2016,Fri: 8:00 AM-1:00 PM;,,,,,,,-87.857976,41.622489,,7/11/2016 8:14
1012393,Cherokee County Farmers Market,,,,,,,Centre ,Cherokee,Alabama,,06/16/2016 to 10/07/2016,Mon: 4:00 PM-6:00 PM;Thu: 7:00 AM-10:00 AM;,,,,,,,-85.670173,34.156258,,7/11/2016 8:41
1012395,Grangeville Farmers Market,,https://m.facebook.com/groups/128365537173880?ref=bookmarks,,,,Main Street,Grangeville ,Idaho,Idaho,83530,07/11/2016 to 09/24/2016,Thu: 6:00 PM-8:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-116.1146234,45.9245613,,7/11/2016 9:01
1012396,Middletown Farmers' Market,http://www.middletownmdfarmersmarket.com,http://www.facebook.com/middletownmdfarmersmarket,http://www.twitter.com/mtownfarmersmkt,,,12 S Church Street,Middletown,Frederick,Maryland,21769,05/05/2016 to 10/13/2016,Thu: 4:00 PM-7:00 PM;,,,,,,,-77.544774,39.441694,,8/8/2016 15:05
1012398,Mill City Grows Mobile Market,http://www.millcitygrows.org,www.facebook.com/MCGMobileMarket,twitter.com/MCG_MMKT,,,,Lowell ,Middlesex,Massachusetts,1851,06/22/2016 to 11/04/2016,Wed: 10:00 AM-6:30 PM;Thu: 10:00 AM-6:30 PM;Fri: 10:00 AM-6:00 PM;,01/01/2016 to 12/31/2016,Sun: 11:00 AM-3:00 PM;,,,,,-71.3161718,42.6334247,,7/11/2016 9:22
1012399,"Caswell County Local Foods Council ""Caswell Farmers Market""",http://www.CaswellLocalFoods.org,www.facebook.com/CaswellLocalFoods/,www.twitter.com/eatwellcaswell,,www.instagram.com/localfoodincaswell,4807 NC Hwy 57 N,Semora,Caswell,North Carolina,27344,04/16/2016 to 09/17/2016,Sat: 4:00 PM-7:00 PM;,,,,,,,-79.152655,36.4993399,,7/11/2016 9:29
1012402,"Utopia Farmers Market, LLC",,https://www.facebook.com/utopiafarmandstable/?ref=aymt_homepage_panel#,,,,133 North Hendrix Street,Batesburg-Leesville,Lexington,South Carolina,29070,06/01/2016 to 10/01/2016,Sat: 9:00 AM-1:00 PM;,03/01/2017 to 04/01/2017,Sat: 9:00 AM-1:00 PM;,05/01/2016 to 11/01/2016,Sat: 9:00 AM-1:00 PM;,,,-81.524422,33.913762,,7/11/2016 9:57
1012403,Branford Alps Farmers Market,http://alpsmkt.org/,https://m.facebook.com/BranfordAlpsFarmersMarket/,,,,17 Alps Road,Branford,New Haven,Connecticut,6405,06/23/2016 to 10/27/2016,Thu: 4:00 PM-7:00 PM;,,,,,,,-72.833736,41.273756,,7/11/2016 9:53
1012404,Port Orchard Farmers Market,http://pofarmersmarket.org ,https://www.facebook.com/PortOrchardFarmersMarket/,,,,Harrison Ave & Bay St,Port Orchard ,Kitsap,Washington,98366,04/16/2016 to 10/15/2016,Sat: 9:00 AM-3:00 PM;,,,,,,,-122.634025,47.542163,,7/11/2016 9:57
1012405,Tewksbury Farmer's Market on the Common,,Tewksbury Farmer's Market,Tewksbury Farmer's Market,,,1009 Main Street,Tewksbury ,Middlesex,Massachusetts,1876,,Tue: 3:00 PM-7:00 PM;,,,,,,,-71.2342732,42.611902,,7/11/2016 9:58
1012407,East Boston Farmers Market,http://www.ebnhc.org/en/food-access/farmers-market.html,https://www.facebook.com/EastBostonFarmersMarket?fref=ts,,,instagram.com/eastbostonfarmersmarket,209 Sumner Street,East Boston,Suffolk,Massachusetts,2128,07/06/2016 to 10/19/2016,Wed: 3:00 PM-6:30 PM;,,,,,,,-71.039821,42.368747,,7/11/2016 10:01
1012408,london-Laurel County Farmers Market,http://Londonlaurelfarmersmarket.com,@LondonLaurelCountyFarmersMarket,@laurelcofarmers,,,Main Street and Dixie Street,London,Laurel,Kentucky,40741,05/07/2016 to 10/27/2016,Tue: 4:00 PM-8:00 PM;Thu: 4:00 PM-8:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-84.081006,37.125662,,7/11/2016 10:07
1012409,The Grainery Farmers & Artisans Market,https://www.facebook.com/AceFarmersMarket/?fref=ts,,,,,755 Route 16,Ossipee,Carroll,New Hampshire,3864,01/01/2016 to 12/31/2016,Sat: 9:00 AM-2:00 PM;,11/01/2016 to 03/31/2017,Sat: 10:00 AM-2:00 PM;,,,,,-71.097186,43.690218,,7/11/2016 11:06
1012410,Arcadia's Mobile Market -- Children's National Medical Center WIC Clinic,http://arcadiafood.org/programs/mobile-market,,,https://www.youtube.com/user/ArcadiaFoodTV,,111 Michigan Ave NW ,Washington ,District of Columbia,District of Columbia,20010,05/04/2016 to 11/30/2016,Wed: 12:00 PM-2:00 PM;,,,,,,,-77.0146728,38.9271809,,7/12/2016 11:51
1012411,Rock Hill Farmers Market,http://www.rockhillfarmersmarket.com,www.facebook.com/rhfarmersmarket,,,,223 Rock Hill Drive,Rock Hill ,Sullivan,New York,12775,,Sat: 10:00 AM-1:00 PM;,,,,,,,-74.5964929,41.6252146,,7/11/2016 10:35
1012412,Historic Valley Junction Farmers Market,http://www.valleyjunction.com,www.facebook.com/valleyjunctionfarmersmarket,,,,137 5th Street,West Des Moines,Polk,Iowa,50265,05/05/2016 to 09/29/2016,Thu: 4:00 PM-8:00 PM;,,,,,,,-93.7086734,41.5708135,,7/11/2016 10:41
1012413,Arcadia's Mobile Market -- Hendley Elementary ,http://arcadiafood.org/programs/mobile-market,,,https://www.youtube.com/user/ArcadiaFoodTV,,425 Chesapeake St SE,Washington,District of Columbia,District of Columbia,20032,06/01/2016 to 10/26/2016,Wed: 3:00 PM-6:00 PM;,,,,,,,-76.9991386,38.8286428,,7/12/2016 11:52
1012414,Kedron Farmers Market ,,Facebook.com/kedronfarmersmarket,Twitter.com/@kedronfarmers,,Instagram.com/kedronfarmersmarket ,6001 Hwy. 48 N,Dickson ,Hickman,Tennessee,37055,06/01/2016 to 09/28/2016,Wed: 3:30 PM-6:30 PM;,,,,,,,-87.4769689,35.943622,,7/22/2016 9:32
1012415,Community Farmers Market Bowling Green,http://www.communityfarmersmarketbg.com/,https://www.facebook.com/Community-Farmers-Market-Bowling-Green-143986732333279/,https://twitter.com/CommunityFarmer/,,https://www.instagram.com/cfmbgky/,2319 Nashville Rd,Bowling Green,Warren,Kentucky,42101,01/01/2016 to 12/31/2016,Tue: 2:00 PM-6:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-86.4658499,36.9657743,,7/11/2016 11:09
1012417,Minnetonka Farmers Market,http://eminnetonka.com/farmersmarket,facebook.com/mtkafarmersmarket,@minnetonkamn,,,14600 Minnetonka Blvd,Minnetonka ,Hennepin,Minnesota,55345,06/28/2016 to 09/27/2016,Tue: 3:00 PM-7:00 PM;,,,,,,,-93.464747,44.941935,,8/23/2016 12:17
1012418,"Pike County Pop-Up Farmers' Markets - Beaver, Ohio",http://pike.osu.edu,https://www.facebook.com/OSU-Extension-Pike-County-942516695840817/,,,,7460 SR 335,Beaver,Pike,Ohio,45613,07/27/2016 to 10/05/2016,Wed: 2:00 PM-4:00 PM;,,,,,,,-82.8216316,39.0350046,,7/11/2016 11:22
1012419,Arcadia's Mobile Market -- Ledroit Park,http://arcadiafood.org/programs/mobile-market,,,https://www.youtube.com/user/ArcadiaFoodTV,,3rd St. & Elm St. NW,Washington,District of Columbia,District of Columbia,20001,05/04/2016 to 11/30/2016,Wed: 4:00 PM-7:00 PM;,,,,,,,-77.0159591,38.9175043,,7/12/2016 11:53
1012420,Monterey Farmers Market,,,,,,Monterey Rd (Route 23) and New Marlboro Rd,Monterey ,Berkshire,Massachusetts,1245,06/14/2016 to 10/11/2016,Tue: 4:00 PM-6:00 PM;,,,,,,,-73.202859,42.132731,,7/11/2016 11:23
1012421,"Pike County Pop-Up Farmers' Markets - Idaho, Ohio",http://pike.osu.edu,https://www.facebook.com/OSU-Extension-Pike-County-942516695840817/,,,,13192 SR 124,Piketon,Pike,Ohio,45661,07/27/2016 to 10/05/2016,Wed: 9:00 AM-11:00 AM;,,,,,,,-83.161292,39.09843,,7/11/2016 11:19
1012422,Arcadia's Mobile Market -- Congress Heights Senior Wellness Center,http://arcadiafood.org/programs/mobile-market,,,https://www.youtube.com/user/ArcadiaFoodTV,,3500 Martin Luther King Jr Ave SE,Washington,District of Columbia,District of Columbia,20032,05/05/2016 to 11/17/2016,Thu: 10:00 AM-12:00 PM;,,,,,,,-77.0044361,38.8400841,,7/12/2016 11:53
1012423,"Pike County Pop-Up Farmers' Markets - Piketon, Ohio",http://pike.osu.edu,https://www.facebook.com/OSU-Extension-Pike-County-942516695840817/,,,,Clark and 2nd Street,Piketon,Pike,Ohio,45661,07/28/2016 to 10/06/2016,Thu: 4:00 PM-6:00 PM;,,,,,,,-83.01216,39.068187,,7/11/2016 11:21
1012424,Stone Mountain Farmers Market,http://www.stonemountaincity.org/departments/economic_development_downtown_development_authority/farmers_market.php,https://www.facebook.com/stonemountainfarmersmarket,,,https://www.pinterest.com/SMVGA/,922 Main Street,Stone Mountain,DeKalb,Georgia,30083,04/19/2016 to 11/22/2016,Tue: 4:00 PM-7:00 PM;,,,,,,,-84.170625,33.807084,,7/11/2016 11:25
1012425,Roscoe Farmers Market,,Roscoe Farmers Market,,,,Rt 17,Roscoe ,Sullivan,New York,12776,05/08/2016 to 10/30/2016,Sun: 10:00 AM-2:00 PM;,,,,,,,-74.91218,41.932894,,7/11/2016 14:33
1012426,Framingham Farmers Market,,https://www.facebook.com/shop.local.framingham/,,,,Edgell Road,Framingham ,Middlesex,Massachusetts,1701,06/02/2016 to 10/27/2016,Thu: 12:00 PM-5:30 PM;,,,,,,,-71.433853,42.303524,,7/11/2016 11:47
1012427,Arcadia's Mobile Market -- United Medical Center,http://arcadiafood.org/programs/mobile-market,,,https://www.youtube.com/user/ArcadiaFoodTV,,1310 Southern Ave SE,Washington,District of Columbia,District of Columbia,20032,06/02/2016 to 10/27/2016,Thu: 10:00 AM-12:00 PM;,,,,,,,-76.9849936,38.8359393,,7/12/2016 11:54
1012429,Freedom Farmers Market at the Carter Center,http://www.freedomfarmersmkt.com,https://www.facebook.com/freedomfarmersmkt/,https://twitter.com/freedomfarmersm,,https://www.instagram.com/freedomfarmersmkt/,453 Freedom Pkwy NE ,Atlanta,Fulton,Georgia,30307,03/05/2016 to 12/17/2016,Sat: 9:00 AM-1:00 PM;,01/09/2016 to 02/27/2016,Sat: 9:00 AM-12:30 PM;,,,,,-84.35682,33.76759,,7/11/2016 12:00
1012430,Austin Farmers' Market,http://www.eatfreshaustin.com,https://www.facebook.com/austinfarmersmarket/,https://twitter.com/EatFreshAustin,,,501 Oakland Ave. East,Austin,Mower,Minnesota,55912,05/02/2016 to 10/29/2016,Mon: 4:00 PM-7:00 PM;Thu: 4:00 PM-7:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,-92.969561,43.66672,,7/11/2016 12:08
1012432,Winooski Farmers Market,http://downtownwinooski.org/winooski-farmers-market/,https://www.facebook.com/winooskifarmersmarket,,,https://www.instagram.com/winooskifarmersmarket/,Winooski Falls Way,Winooski,Chittenden,Vermont,5404,05/29/2016 to 10/09/2016,Sun: 10:00 AM-2:00 PM;,,,,,,,-73.185351,44.490257,,7/11/2016 12:23
1012433,Glasgow Farmers Market,,Glasgow Farmers Market,,,,1000 Kanawha ST,Glasgow,Rockbridge,Virginia,24555,07/01/2016 to 10/29/2016,Fri: 3:00 PM-6:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-79.452075,37.629239,,7/11/2016 13:15
1012435,Waltham Farmers' Market,http://www.walthamfarmersmarket.org/,https://www.facebook.com/walthamfarmersmarket/,https://twitter.com/WalFarmMkt,,,119 School Street,Waltham,Middlesex,Massachusetts,2452,06/11/2016 to 11/05/2016,Sat: 9:30 AM-2:00 PM;,,,,,,,-71.2363048,42.3784677,,7/11/2016 13:45
1012436,Sherwood Saturday Market,http://sherwoodmarket.blogspot.com,www.facebook.com/Sherwood-Saturday-Market,,,,22341 SW Pine St.,Sherwood,Washington,Oregon,97140,05/07/2016 to 09/24/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-122.839625,45.356332,,7/11/2016 14:02
1012437,Inglewood Certified Farmers' Market,http://www.sjli.org,https://www.facebook.com/inglewoodcertifiedfarmersmarket/,,,,Manchester Blvd and Market Street,Inglewood,Los Angeles,California,90301,01/01/2016 to 12/31/2016,Thu: 3:00 PM-7:00 PM;,,,,,,,-118.351925,33.96121,,7/11/2016 14:11
1012438,Watertown Farmers Market at Arsenal on the Charles,http://www.watertownmarket.com,https://www.facebook.com/watertownmarket/,,,"instagram/watertown,com",311 Arsenal Street,Watertown,Middlesex,Massachusetts,2472,,Thu: 2:00 PM-6:00 PM;,,,,,,,-71.164724,42.363341,,7/11/2016 13:53
1012439,Westborough Farmers' Market ,http://www.eatfresh01581.com,Westborough Farmers' Market,@eatfresh01581,,Instagram: dismasfamilyfarm,57 W Main St,Westborough,Worcester,Massachusetts,1581,06/02/2016 to 09/29/2016,Thu: 2:00 PM-6:00 PM;,,,,,,,-71.6158479,42.2675847,,7/11/2016 14:14
1012441,North Park Thursday Certified Farmers' Market,http://sandiegomarkets.com,https://www.facebook.com/NorthParkMarket,@northparkmarket,,,3001 North Park Way,San Diego ,San Diego,California,92104,01/01/2016 to 12/31/2016,Thu: 3:00 PM-7:30 PM;,,,,,,,-117.1300547,32.747343,,7/11/2016 15:38
1012442,Mack Road -Valley Hi Farmers Market ,,Mack Road-Valley Hi Farmers Market ,,,,6100 Mack Road ,Sacramento ,Sacramento,California,95823,05/20/2016 to 09/09/2016,Fri: 8:30 AM-1:30 PM;,,,,,,,-121.429056,38.473816,,7/11/2016 15:37
1012443,Harvard Farmers Market,http://harvardfarmersmarket.org,,,,,27 Massacusetts Avenue,Harvard,Worcester,Massachusetts,1451,08/13/2016 to 10/29/2016,Sat: 9:00 AM-12:00 PM;,,,,,,,-71.582139,42.496923,,7/11/2016 15:54
1012444,Catawba Farms Farmers' Market,http://market.catawbafarms.com,https://www.facebook.com/CatawbaFarms,https://twitter.com/Catawba_Farms,,https://www.flickr.com/photos/141883075@N07/albums/72157666973763026,1670 Southwest Blvd,Newton,Catawba,North Carolina,28658,04/16/2016 to 12/17/2016,Sat: 8:00 AM-1:00 PM;,,,,,,,-81.221788,35.637794,,7/11/2016 16:08
1012445,Goldendale Farmers Market,http://goldendalechamber.org/goldendale-farmers-market.html,https://www.facebook.com/Goldendalefarmersmarket/,,,,North Wilbur Ave. Ekone Park,Goldendale,Klickitat,Washington,98620,05/07/2016 to 10/01/2016,Sat: 9:00 AM-2:00 PM;,,,,,,,-120.818727,45.824777,,7/11/2016 16:57
1012446,Provincetown Farmers Market,,Provincetown Farmers Market,,,,260 Commericial Street ,Provincetown,Barnstable,Massachusetts,2657,05/14/2016 to 11/19/2016,Sat: 9:00 AM-3:00 PM;,,,,,,,-70.1876201,42.051278,,7/11/2016 17:17
